number,value,model.activation,model.siren,model.siren_omega0,model.use_fourier,model.ff_k,model.depth,model.width,opt.lr,opt.lam_bc,opt.lam_warm,opt.grad_clip_norm,opt.weight_decay_is_zero,opt.weight_decay_pos,opt.lr_warmup_frac,opt.lr_min_ratio,opt.use_ema,opt.ema_decay,opt.use_lookahead,opt.use_al,opt.al_rho,opt.al_update_every,opt.al_clip,sampling.bdry_presample_mult,regularization.zero_mean_weight,multi_valued.kappa,sampling.rng_seed,opt.lookahead_sync_period,opt.lookahead_slow_step
40,0.022741319370525676,silu,True,27.36642184163346,False,,2,128,0.0008236309746738992,3.8102506251654917,36.70169426163916,0.588050944826629,False,1.0274048904579147e-08,0.2,0.15452339462603557,True,0.9951013563949036,True,False,,,,32,0.7345982505626246,0.5124099216280552,3452,10.0,0.4032715503662631
41,0.008280861435466748,silu,True,32.22221585112434,False,,2,48,0.0005285783186205318,8.320168809059593,5.087731004140492,0.8520484570798889,False,0.009431481981694377,0.25,0.13283413768811525,False,,True,False,,,,24,0.6611086364198036,0.3870076482116062,967,10.0,0.40203957339300445
42,0.11763297675190189,silu,True,29.3059447808698,False,,3,48,0.0005967416807504683,9.24687171234879,19.122603983376454,0.7217261060513023,False,0.009680262795956582,0.25,0.09360251208051898,False,,True,False,,,,24,0.7671092150836153,0.5522340963674033,949,10.0,0.4213224171308493
43,0.10415996694045364,silu,True,7.016862647597615,False,,2,48,0.000592476653821242,5.998106281665655,18.079115181060395,0.9617619231280118,False,1.276974232804027e-07,0.25,0.0669054187048966,False,,True,False,,,,16,0.9288256331648134,0.6724279350752882,1203,10.0,0.44974729667809954
44,0.008480365141828546,silu,True,31.111900766674893,False,,2,48,0.0006247709277544606,6.782021013242175,15.500300010647885,0.7527051809548035,False,0.0076446489819909594,0.2,0.13479552187644073,False,,True,True,3.3743345056507144,8.0,5.645367366577048,24,0.7286066248587577,0.5176734317109535,1777,10.0,0.43915374669127566
45,0.10094033627225169,silu,True,34.263195938919154,False,,2,48,0.0007192184973281209,18.03854930518636,12.538783023404347,1.1437941348789922,False,0.007026667428050837,0.02,0.090279642415687,False,,True,False,,,,32,0.3978688660042467,0.45011052512048244,831,10.0,0.30416516839644914
46,0.5794458538185168,sin,True,29.020239671046355,False,,3,64,0.0009487268237540166,16.260126358913066,8.668340984790408,0.5556531683218441,False,0.005555968190524726,0.02,0.1813525551138583,False,,True,False,,,,16,0.9166529948449529,0.5301867725938616,809,8.0,0.3147932776063029
47,0.011258884221897567,silu,True,37.81109682867304,False,,2,64,0.0009155163978432678,3.026514511592675,15.261756979025433,1.5789537593746157,True,,0.0,0.15900082938362478,True,0.9950973816523342,False,True,2.765807801539479,8.0,5.706687466043529,8,0.7998919170063669,0.720477624953241,1638,,
48,0.01457408254206302,silu,True,36.973726028222295,False,,2,64,0.0011496749528605928,6.060888550327314,40.0406256791917,1.2333384519054063,False,0.009909243694546783,0.2,0.12278760221115087,False,,True,True,3.992053170178811,11.0,5.420841726105248,24,0.42448992595099266,0.12280352627710117,527,9.0,0.47624484616842855
49,0.4420364391589969,tanh,True,41.067994949606025,False,,2,48,0.000533126653319174,19.750882766023867,18.732466964854137,0.7837786501922844,False,0.009970016037056294,0.0,0.14553020125691937,False,,True,True,3.57297351119079,5.0,7.083163552403316,24,0.8942237267223521,0.2987328865092461,2437,10.0,0.4687840796245259
50,0.027859190407220902,softplus,True,42.41585968553111,False,,2,48,0.0012625286611917756,9.126461919658883,16.460938192516625,0.826998542388174,True,,0.2,0.09919101021207008,False,,True,True,3.6653534458325048,6.0,6.585253571240695,24,0.9505978952995346,0.47130028371476546,2097,8.0,0.4712716677469264
51,0.004475037515729873,silu,True,43.20018696557162,False,,3,48,0.0008566548978990909,8.038387143243337,8.65438814898516,0.7210235860995399,False,0.0010251640019989952,0.2,0.1852242537496836,False,,True,True,2.463258606432046,10.0,9.502923826936668,32,0.6154278077795242,0.5657965999780075,1377,8.0,0.43165006448681437
52,0.1538979812133308,tanh,True,54.46786303637078,False,,2,128,0.0006996383986065966,4.016435103518023,39.594244183250765,1.4470283297099953,True,,0.0,0.14223242473045605,True,0.9952027638734662,False,True,1.172668132073443,14.0,4.8953595159956516,16,0.6787254087794861,0.8810705753603346,3618,,
53,0.1490545468394913,tanh,False,,False,,2,64,0.0013682758782213812,3.0946200284654672,27.887252697576937,1.7063603558305411,True,,0.0,0.14384280839104505,True,0.9950203817270418,False,True,0.7130599344192554,8.0,5.4261063369323415,8,0.7332477751283493,0.9767276362326858,3710,,
54,0.009718454061491978,silu,True,55.2857130287418,False,,2,32,0.0014357230365477703,2.9390115903917886,22.717931820046047,1.2569909533263508,True,,0.25,0.17790376898674312,False,,False,True,0.9557431965638687,5.0,6.040557066745951,8,0.8775624735567957,0.6291670938418665,1892,,
55,0.4559222991577586,silu,True,46.951999112462374,True,2.0,2,64,0.0006028927570540295,2.1522682171179373,11.873273536572933,1.7441099884615752,True,,0.25,0.1204476569640324,True,0.9961957440315883,False,True,3.474733984232857,9.0,2.717389242640291,16,0.9630489341499905,0.45618567236730206,3596,,
56,0.25179665393016315,silu,True,56.11251802903919,False,,2,48,0.0009429234701804507,3.097890060132554,18.848806322308977,1.2453002016667591,True,,0.25,0.16615366219020228,True,0.9961539429805276,False,True,1.6454333663357985,16.0,7.623709983776484,8,0.7478439609383737,0.3417707327895664,3512,,
57,0.09527593333416828,silu,True,57.37335924800512,True,2.0,2,32,0.0009003091230864238,1.9901824505705323,59.833867991795735,1.2119567732954402,True,,0.25,0.1540409810645618,False,,False,True,0.1141361396310734,5.0,0.003244424215347763,8,0.41413440710481747,0.5722942881402078,3026,,
58,0.028567788261322957,silu,True,57.14117232626536,False,,3,32,0.002147932132859616,2.462874201298816,50.77824119745639,0.734951471795296,True,,0.25,0.17950963480684992,False,,False,True,1.8047089977615314,15.0,8.679522293736394,8,0.8584081883886169,0.8025764639883929,801,,
59,0.6022853625810537,silu,True,51.28344836091907,False,,2,32,0.001677432232503966,2.5044468124060746,22.318440787562043,1.2736516238038758,True,,0.15,0.19149143483332065,False,,False,True,2.80936051286247,13.0,9.08694432257485,8,0.9872604503698827,0.7561074429846986,4721,,
60,0.07069982542694542,silu,True,56.10165637229872,False,,2,128,0.0005321102314886125,4.538124105760294,11.85968131357415,0.6623037802683532,False,0.0007904130157865563,0.02,0.09317844991126935,False,,True,True,3.6479327568408504,10.0,9.757557209460757,16,0.5135205737681711,0.545347939717685,2269,8.0,0.4311063937213333
61,0.303972159388727,silu,True,35.75907274890613,False,,4,48,0.0008559457039639872,13.70808482345035,8.641439607633323,0.633638285982963,False,0.0007242408791796402,0.2,0.1839991916296112,False,,True,True,2.8935937172240553,9.0,9.905734219112789,24,0.653153625557098,0.36343842062284465,2072,8.0,0.46262822341434495
62,0.00435584557076917,silu,True,33.52491193800503,False,,3,48,0.0005001017621201217,14.610827644289472,11.00037707348125,0.5838410693696293,True,,0.2,0.17447078068740754,False,,True,True,4.692212800617707,8.0,9.606182942213497,32,0.6803298017910697,0.4525284362484723,1216,8.0,0.47577723226750607
63,0.2524694886575126,silu,True,33.240896640398184,False,,4,48,0.0007699733301209853,4.171630665744762,9.239283528417758,0.9425686379014923,False,0.0014096138638496746,0.0,0.18256345072805585,False,,True,True,1.1722757412930214,10.0,9.942955474002032,32,0.7653266686668614,0.7881223275747633,4013,8.0,0.45471948709433496
64,0.011168091435762433,silu,True,32.812264830741235,False,,4,48,0.00269067946492552,8.190796436793743,6.256144191222412,0.7775166571594566,False,0.0006508076545668245,0.2,0.19650073689547348,False,,True,True,0.9143354399644215,5.0,8.207677367774382,24,0.577066227130975,0.5252648166261006,1323,8.0,0.42922322281291836
65,0.5825071559705415,softplus,False,,True,5.0,3,48,0.0007885034409978946,4.832133507597348,18.786924216998507,0.7689377091337338,False,0.0009183786940785943,0.2,0.1516841076296013,False,,True,True,0.9287896726873376,5.0,7.479656963872051,32,0.4907442378573372,0.5444042920327302,1257,10.0,0.407432164970879
66,0.02521399258396575,tanh,True,30.23472703811554,False,,3,48,0.0016357175194446267,3.455479704781973,8.079536979683693,0.8848413692473691,False,0.000927477488691041,0.2,0.19798494578287903,False,,True,True,1.206099868230736,6.0,3.741567957982043,32,0.5881406606576774,0.6530932261147978,1720,7.0,0.5194595627707148
67,0.09982699372226886,silu,True,28.00633907924787,False,,2,48,0.0011399913069060736,17.08051628587206,7.109608600462867,0.672826536428265,True,,0.1,0.16343589306855325,False,,True,True,0.8795667211249224,7.0,5.360547261655618,32,0.8405502274935014,0.45844337005614777,899,8.0,0.5410659096913224
68,0.04680540559224705,sin,True,26.583425346666843,False,,3,96,0.0006423479368113796,12.723180785843548,12.125646649311008,0.7384037211056025,True,,0.2,0.18144962212126065,False,,True,True,4.665250315417063,6.0,9.638649479985615,32,0.8605428160736811,0.6369051534890484,205,9.0,0.5178678651928135
69,0.022915994090026242,silu,True,24.563222948553147,False,,2,96,0.0015272128425172045,4.489552485277883,6.486789837574624,1.5320725181283465,False,0.007738568230920794,0.15,0.12716697570665952,False,,True,False,,,,24,0.6690023954549893,0.19189871054543012,1257,9.0,0.5622755273965714
70,4.185538191232849,tanh,True,23.072537314804467,True,5.0,3,48,0.0005670869667533255,11.476564760060919,9.315873605909639,0.8209383191887456,True,,0.2,0.17563538081589672,False,,False,True,4.982529057404267,6.0,9.12920892808158,32,0.666173683325046,0.5005144285126248,1744,,
